hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,6966949200095,ACTIVE,100,37.47,1374,39,40,3,2,109.96
00,120247678231030065,ACTIVE,93,10.76,173,2,5,1,1,49.52
00,120248155192490455,ACTIVE,1055,8.53,208,3,9,0,0,0
00,120247868045210695,ACTIVE,360,8.2,169,2,3,0,0,0
00,120246007921740320,ACTIVE,318,7.46,194,3,6,0,0,0
00,120247678231050065,ACTIVE,93,6.7,113,0,3,1,1,29.979999999999997
00,120249005372660589,ACTIVE,571,6.3,81,3,4,0,0,0
00,120246338179300642,ACTIVE,340,5.94,212,4,7,0,0,0
00,120247136451350725,ACTIVE,1000,5.94,115,2,1,0,0,0
00,120248893532100100,ACTIVE,500,5.87,84,4,4,0,0,0
00,120243928954880129,ACTIVE,600,5.75,219,4,5,1,0,0
00,120247040711030629,ACTIVE,100,5.73,67,3,3,0,0,0
00,120243458344350129,ACTIVE,600,5.1,203,3,4,0,0,0
00,120247245864910389,ACTIVE,1000,4.79,118,4,3,0,0,0
00,120244691045450320,ACTIVE,700,4.61,209,2,4,1,0,0
00,120243986595710788,ACTIVE,85,4.36,35,0,1,0,0,0
00,120247391144430509,ACTIVE,200,4.27,141,6,7,0,0,0
00,120244070206100125,ACTIVE,250,4.16,60,2,3,0,0,0
00,120244749532720686,ACTIVE,1000,3.96,68,2,2,0,0,0
00,120247862754470462,ACTIVE,73,3.86,39,1,1,0,0,0
00,120246242129020477,ACTIVE,100,3.82,107,5,6,0,0,0
00,120248162820950389,ACTIVE,1000,3.81,166,7,9,2,1,37.06
00,120246666193770477,ACTIVE,100,3.72,45,4,4,0,0,0
00,120250139945670577,ACTIVE,100,3.53,20,0,0,0,0,0
00,120247311647030509,ACTIVE,100,3.5,100,3,5,0,0,0
00,120248819218450019,ACTIVE,500,3.48,54,2,2,0,0,0
00,120245283264760677,ACTIVE,438,3.45,123,1,3,0,0,0
00,120245980788570752,ACTIVE,279,3.4,156,3,5,0,0,0
00,120246286465380752,ACTIVE,100,3.34,91,2,2,0,0,0
00,120248535997930100,ACTIVE,500,3.34,51,1,0,0,0,0
00,120246962698770090,ACTIVE,322,3.33,77,4,6,0,0,0
00,120248698800290127,ACTIVE,300,3.2,18,0,1,0,0,0
00,120245800978960674,ACTIVE,1000,3.18,88,1,3,0,0,0
