hh,campaign_id,status,budget,spent,impressions,clicks,views,checkout,purchase,rev
00,120244793522550320,ACTIVE,450,15.33,529,12,11,0,0,0
00,120244761515050455,ACTIVE,1124,13.25,302,8,11,1,0,0
00,120244452712050146,ACTIVE,1000,11.83,197,4,10,1,0,0
00,120247325002770564,PAUSED,500,11.06,243,2,3,0,0,0
00,120247601538900425,ACTIVE,200,7.94,83,1,2,0,0,0
00,120240679404390629,ACTIVE,400,6.61,140,4,5,1,0,0
00,120249614588310725,ACTIVE,1000,6.31,147,1,1,0,0,0
00,120246804963420707,ACTIVE,83,5.88,72,1,3,0,0,0
00,120247199911460090,ACTIVE,898,5.49,123,0,2,1,1,62.39000000000001
00,120244034916020436,ACTIVE,445,5.46,252,11,13,4,2,197.68
00,120246670033370677,ACTIVE,800,5.09,224,2,2,1,1,70.02
00,120246924316430241,ACTIVE,320,4.94,154,4,7,2,1,41.980000000000004
00,120246828454030629,ACTIVE,659.1,4.54,75,2,2,0,0,0
00,120247335070640389,ACTIVE,500,4.43,105,3,8,0,0,0
00,120244880653330686,ACTIVE,100,4.4,71,1,2,0,0,0
00,120248414403410695,ACTIVE,375,4.37,176,2,3,0,0,0
00,120248808167650544,ACTIVE,100,4.33,85,0,0,0,0,0
00,120244480112510436,ACTIVE,274,4.31,197,7,7,0,0,0
00,120249179865340725,ACTIVE,1000,4.15,147,0,0,0,0,0
00,120248089909210065,ACTIVE,100,4.02,91,1,2,0,0,0
00,120250728363540577,ACTIVE,500,4,66,3,2,0,0,0
00,120248321980990065,ACTIVE,250,3.87,85,14,0,0,0,0
00,120247136451350725,ACTIVE,1000,3.73,84,1,2,0,0,0
00,120242870748820133,ACTIVE,80,3.64,37,0,1,0,0,0
00,120246338028120241,ACTIVE,420,3.63,220,2,2,0,1,66.47999999999999
00,120243986668280589,ACTIVE,1200,3.45,94,5,5,1,1,49.52
00,120246471244780065,ACTIVE,229,3.4,58,2,2,0,0,0
00,120245284052330686,ACTIVE,1000,3.37,58,1,3,1,1,51.22
00,120244883028360686,ACTIVE,900,3.35,61,2,3,0,0,0
00,120245759610260179,ACTIVE,260,3.3,113,2,2,0,0,0
00,120251223975900709,ACTIVE,300,3.27,81,2,3,0,0,0
00,120248808322080544,ACTIVE,80,3.23,72,0,0,0,0,0
00,120250079096940127,ACTIVE,100,3.19,15,0,0,0,0,0
00,120246050713470630,ACTIVE,900,3.14,55,0,2,0,0,0
00,120247708432980509,ACTIVE,200,3.1,44,1,1,0,0,0
00,120243276755660065,ACTIVE,850,3.05,89,2,5,1,0,0
00,120246402943010533,ACTIVE,100,3,94,1,1,0,0,0
00,120248596343100048,ACTIVE,300,2.87,54,1,2,0,0,0
00,120243205951310642,ACTIVE,233,2.86,34,0,0,0,0,0
00,120245282912580630,ACTIVE,422,2.81,65,0,1,0,0,0
